,Unnamed: 0_album,Album,Song_Name,Formatted_name,lyrics,song_clean,album_clean,Unnamed: 0_spotify,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
106,139,Evermore,marjorie,marjorie,"Never be so kind You forget to be clever Never be so clever You forget to be kind And if I didnt know better Id think you were talking to me now If I didnt know better Id think you were still around What died didnt stay dead What died didnt stay dead Youre alive, youre alive in my head What died didnt stay dead What died didnt stay dead Youre alive, so alive Never be so politе You forget your power Nevеr wield such power You forget to be polite You might also like And if I didnt know better Id think you were listening to me now If I didnt know better Id think you were still around What died didnt stay dead What died didnt stay dead Youre alive, youre alive in my head What died didnt stay dead What died didnt stay dead Youre alive, so alive The autumn chill that wakes me up You loved the amber skies so much Long limbs and frozen swims Youd always go past where our feet could touch And I complained the whole way there The car ride back and up the stairs I shouldve asked you questions I shouldve asked you how to be Asked you to write it down for me Shouldve kept every grocery store receipt Cause every scrap of you would be taken from me Watched as you signed your name Marjorie All your closets of backlogged dreams And how you left them all to me What died didnt stay dead What died didnt stay dead Youre alive, youre alive in my head What died didnt stay dead What died didnt stay dead Youre alive, so alive And if I didnt know better Id think you were singing to me now If I didnt know better Id think you were still around I know better But I still feel you all around I know better But youre still around45",marjorie,evermore,253,marjorie,evermore,2020-12-11,13,12ntTeqEeTg7GAVpe8Mhpl,spotify:track:12ntTeqEeTg7GAVpe8Mhpl,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,0.287,70,257773
107,140,Evermore,ivy,Ivy,"Hows one to know? Id meet you where the spirit meets the bones In a faith-forgotten land In from the snow Your touch brought forth an incandescent glow Tarnished but so grand And the old widow goes to the stone every day But I dont, I just sit here and wait Grieving for the living Oh, goddamn My pain fits in the palm of your freezing hand Taking mine, but its been promised to another Oh, I cant Stop you putting roots in my dreamland My house of stone, your ivy grows And now Im covered in you I wish to know The fatal flaw that makes you long to be Magnificently cursed Hes in the room Your opal eyes are all I wish to see He wants whats only yours You might also like Oh, goddamn My pain fits in the palm of your freezing hand Taking mine, but its been promised to another Oh, I cant Stop you putting roots in my dreamland My house of stone, your ivy grows And now Im covered Clover blooms in the fields Spring breaks loose, the time is near What would he do if he found us out? Crescent moon, coast is clear Spring breaks loose, but so does fear Hes gonna burn this house to the ground Hows one to know? Id live and die for moments that we stole On begged and borrowed time So tell me to run Or dare to sit and watch what well become And drink my husbands wine Oh, goddamn My pain fits in the palm of your freezing hand Taking mine, but its been promised to another Oh, I cant Stop you putting roots in my dreamland My house of stone, your ivy grows And now Im covered in you And Im covered in you So yeah, its a fire Its a goddamn blaze in the dark And you started it You started it So yeah, its a war Its the goddamn fight of my life And you started it You started it Oh, I cant Stop you putting roots in my dreamland My house of stone, your ivy grows And now Im covered In you, in you Now Im covered in you In you51",ivy,evermore,250,ivy,evermore,2020-12-11,10,19CSr8rwW05VJL2F91KFNK,spotify:track:19CSr8rwW05VJL2F91KFNK,0.855,0.515,0.545,1.97e-05,0.0921,-9.277,0.0353,88.856,0.535,66,260440
108,141,Evermore,dorothea,Dorothea,"Hey, Dorothea, do you ever stop and think about me? When we were younger, down in the park Honey, makin a lark of the misery You got shiny friends since you left town A tiny screens the only place I see you now And I got nothin but well wishes for ya Ooh This place is the same as it ever was Ooh But you wont like it that way Its never too late to come back to my side The stars in your eyes shined brighter in Tupelo And if youre ever tired of bеin known for who you know You know that youll always know me Dorothea, uh-uh Dorothea, ah-ah Ooh Yourе a queen sellin dreams, sellin makeup and magazines Ooh From you, Id buy anything You might also like Hey, Dorothea, do you ever stop and think about me? When it was calmer, skippin the prom Just to piss off your mom and her pageant schemes And damn, Dorothea, they all wanna be ya But are you still the same soul I met under the bleachers? Well Ooh I guess Ill never know Ooh And youll go on with the show But its never too late to come back to my side The stars in your eyes shined brighter in Tupelo And if youre ever tired of bein known for who you know You know, youll always know me Dorothea, uh-uh Dorothea, ah-ah Ooh, ooh Ooh-woo-ooh-ooh-ooh, ooh-ooh-ooh-ooh Ooh, ooh Ooh-woo-ooh-ooh-ooh, ooh-ooh-ooh Dorothea (Ah-ah-ah) Ah-ah Ooh48",dorothea,evermore,248,dorothea,evermore,2020-12-11,8,670fUmXf4KQekzbEgaXyPA,spotify:track:670fUmXf4KQekzbEgaXyPA,0.696,0.605,0.488,0.0,0.129,-8.322,0.0264,119.966,0.354,62,225880
109,142,Evermore,closure,Closure,"Its been a long time And seeing the shape of your name Still spells out pain It wasnt right The way it all went down Looks like you know that now Yes, I got your letter Yes, Im doing better It cut deep to know ya, right to the bone Yes, I got your letter Yes, Im doing better I know that its over, I dont need your Closure, your closure Dont treat me like Some situation that needs to be handled Im fine with my spite And my tears, and my beers and my candles I can feel you smoothing me over Yes, I got your letter Yes, Im doing bettеr It cut deep to know ya, right to the bone Yes, I got your lеtter Yes, Im doing better I know that its over, I dont need your Closure, your closure Your closure, your closure You might also like I know Im just a wrinkle in your new life Staying friends would iron it out so nice Guilty, guilty, reaching out across the sea That you put between you and me But its fake and its oh so unnecessary Yes, I got your letter Yes, Im doing better It cut deep to know ya, right to the bone Yes, I got your letter Yes, Im doing better I know that its over, I dont need your Closure, closure, your closure Your closure28",closure,evermore,254,closure,evermore,2020-12-11,14,35rdVq36LMHQX0Suw9a6tK,spotify:track:35rdVq36LMHQX0Suw9a6tK,0.835,0.689,0.704,4.83e-06,0.134,-10.813,0.245,151.884,0.92,59,180653
110,143,Evermore,cowboylikeme,Cowboy Like Me,"And the tennis court was covered up With some tent-like thing And you asked me to dance But I said, Dancin is a dangerous game Oh, I thought This is gonna be one of those things Now I know Im never gonna love again Ive got some tricks up my sleeve Takes one to know one Youre a cowboy like me Never wanted love Just a fancy car Now Im waiting by the phone Like Im sitting in an airport bar You had some tricks up your sleeve Takes one to know one Youre a cowboy like me You might also like Perched in the dark Tellin all the rich folks anything they wanna hear Like it could be love I could be the way forward Only if they pay for it Youre a bandit like me Eyes full of stars Hustling for the good life Never thought Id meet you here It could be love We could be the way forward And I know Ill pay for it Youre a cowboy like me Perched in the dark Tellin all the rich folks anything they wanna hear Like it could be love I could be the way forward Only if they pay for it Youre a bandit like me Eyes full of stars Hustlin for the good life Never thought Id meet you here It could be love We could be the way forward And I know Ill pay for it And the skeletons in both our closets Plotted hard to fuck this up And the old men that Ive swindled Really did believe I was the one And the ladies lunchin have their stories about When you passed through town Oh, but that was all before I locked it down Now you hang from my lips Like the Gardens of Babylon With your boots beneath my bed Forever is the sweetest con Ive had some tricks up my sleeve Takes one to know one Youre a cowboy like me And Im never gonna love again Im never gonna love again Im never gonna love again63",cowboylikeme,evermore,251,cowboy like me,evermore,2020-12-11,11,1XjHRolIXL2M1EEOUsGGR4,spotify:track:1XjHRolIXL2M1EEOUsGGR4,0.768,0.604,0.517,0.000155,0.123,-9.014,0.0347,127.967,0.511,65,275040
111,144,Evermore,longstoryshort,Long Story Short,"Fatefully I tried to pick my battles til the battle picked me Misery Like the war of words I shouted in my sleep And you passed right by I was in the alley, surrounded on all sides The knife cuts both ways If the shoe fits, walk in it til your high heels break And I fell from the pedestal Right down the rabbit hole Long story short, it was a bad time Pushed from the precipice Clung to the nearest lips Long story short, it was the wrong guy Now Im all about you Im all about you, ah Yeah, yeah Im all about you, ah Yeah, yeah Actually I always felt I must look better in the rear view Missing me At the golden gates they once held the keys to When I dropped my sword I threw it in the bushes and knocked on your door And we live in peace But if someone comes at us, this time, Im ready You might also like Cause I fell from the pedestal Right down the rabbit hole Long story short, it was a bad time Pushed from the precipice Clung to the nearest lips Long story short, it was the wrong guy Now Im all about you Im all about you, ah Yeah, yeah Im all about you No more keepin score Now I just keep you warm (Keep you warm) No more tug of war Now I just know theres more (Know theres more) No more keepin score Now I just keep you warm (Keep you warm) And my waves meet your shore Ever and evermore Past me I wanna tell you not to get lost in these petty things Your nemeses Will defeat themselves before you get the chance to swing And hes passing by Rare as the glimmer of a comet in the sky And he feels like home If the shoe fits, walk in it everywhere you go And I fell from the pedestal Right down the rabbit hole Long story short, it was a bad time Pushed from the precipice Climbed right back up the cliff Long story short, I survived Now Im all about you (And now) Im all about you, ah (And now) Im all about you (And now) Im all about you, ah Yeah, yeah Im all about you (And now) Yeah, yeah Im all about you Long story short, it was a bad time Long story short, I survived42",longstoryshort,evermore,252,long story short,evermore,2020-12-11,12,2o2sgVJIgFXk8GQjWTgI6U,spotify:track:2o2sgVJIgFXk8GQjWTgI6U,0.66,0.546,0.73,0.179,0.0972,-7.704,0.0417,157.895,0.573,62,215920
112,145,Evermore,goldrush,goldrush,"Gleaming, twinkling Eyes like sinking ships on waters So inviting, I almost jump in But I dont like a gold rush, gold rush I dont like anticipatin my face in a red flush I dont like that anyone would die to feel your touch Everybody wants you Everybody wonders what it would be like to love you Walk past, quick brush I dont like slow motion, double vision in rose blush I dont like that falling feels like flying til the bone crush Everybody wants you But I dont like a gold rush What must it be like to grow up that beautiful? With your hair falling into place like dominoes I see me padding across your wooden floors With my Eagles T-shirt hanging from the door At dinner parties, I call you out on your contrarian shit And the coastal town we wandered round had nеver seen a love as pure as it And thеn it fades into the gray of my day-old tea Cause it could never be You might also like Cause I dont like a gold rush, gold rush I dont like anticipatin my face in a red flush I dont like that anyone would die to feel your touch Everybody wants you Everybody wonders what it would be like to love you Walk past, quick brush I dont like slow motion, double vision in rose blush I dont like that falling feels like flying til the bone crush Everybody wants you But I dont like a gold rush What must it be like to grow up that beautiful? With your hair falling into place like dominoes My mind turns your life into folklore I cant dare to dream about you anymore At dinner parties, I wont call you out on your contrarian shit And the coastal town we never found will never see a love as pure as it Cause it fades into the gray of my day-old tea Cause it will never be Gleaming, twinkling Eyes like sinking ships on waters So inviting, I almost jump in51",goldrush,evermore,243,gold rush,evermore,2020-12-11,3,5BK0uqwY9DNfZ630STAEaq,spotify:track:5BK0uqwY9DNfZ630STAEaq,0.83,0.512,0.462,0.166,0.121,-10.491,0.0408,112.05,0.353,67,185320
113,147,Evermore,champagneproblems,Champagne Problems,"You booked the night train for a reason So you could sit there in this hurt Bustling crowds or silent sleepers Youre not sure which is worse Because I dropped your hand while dancing Left you out there standing Crestfallen on the landing Champagne problems Your moms ring in your pocket My picture in your wallet Your heart was glass, I dropped it Champagne problems You told your family for a reason You couldnt keep it in Your sister splashed out on the bottle Now no ones celebrating Dom Pérignon, you brought it No crowd of friends applauded Your hometown skeptics called it Champagne problems You had a speech, youre speechless Love slipped beyond your reaches And I couldnt give a reason Champagne problems You might also like Your Midas touch on the Chevy door November flush and your flannel cure This dorm was once a madhouse I made a joke, Well, its made for me How evergreen, our group of friends Dont think well say that word again And soon theyll have the nerve to deck the halls That we once walked through One for the money, two for the show I never was ready so I watch you go Sometimes you just dont know the answer Til someones on their knees and asks you She wouldve made such a lovely bride What a shame shes fucked in the head, they said But youll find the real thing instead Shell patch up your tapestry that I shred And hold your hand while dancing Never leave you standing Crestfallen on the landing With champagne problems Your moms ring in your pocket Her picture in your wallet You wont remember all my Champagne problems You wont remember all my Champagne problems112",champagneproblems,evermore,242,champagne problems,evermore,2020-12-11,2,0sY6ZUTh4yoctD8VIXz339,spotify:track:0sY6ZUTh4yoctD8VIXz339,0.92,0.462,0.24,0.0,0.113,-12.077,0.0377,171.319,0.32,77,244000
114,150,SpeakNow,SpeakNow,Speak Now,"I am not the kind of girl Who should be rudely bargin in on a white veil occasion But you are not the kind of boy Who should be marrying the wrong girl I sneak in and see your friends And her snotty little family all dressed in pastel And she is yelling at a bridesmaid Somewhere back inside a room Wearin a gown shaped like a pastry This is surely not what you thought it would be I lose myself in a daydream Where I stand and say Dont say yes, run away now Ill meet you when youre out Of the church, at the back door Dont wait or say a single vow You need to hear me out And they said, Speak now Fond gestures are exchanged And the organ starts to play a song that sounds like a death march And I am hiding in the curtains It seems that I was uninvited by your lovely bride-to-be You might also like She floats down the aisle like a pageant queen But I know you wish it was me You wish it was me, dont you? Dont say yes, run away now Ill meet you when youre out Of the church, at the back door Dont wait or say a single vow You need to hear me out And they said, Speak now Dont say yes, run away now (Run away now) Ill meet you when youre out Of the church, at the back door Dont wait or say a single vow (Say a single vow) Your time is running out And they said, Speak now Ooh (Run away now), la Ooh (Say a single vow), ooh I hear the preacher say Speak now or forever hold your peace Theres the silence, theres my last chance I stand up with shaky hands, all eyes on me Horrified looks from everyone in the room But Im only lookin at you I am not the kind of girl Who should be rudely bargin in on a white veil occasion But you are not the kind of boy Who should be marrying the wrong girl, haha So, dont say yes, run away now Ill meet you when youre out Of the church, at the back door Dont wait or say a single vow You need to hear me out They said, Speak now And you say, Lets run away now (Run away now) Ill meet you when Im out Of my tux, at the back door Baby, I didnt say my vows (Say a single vow) So glad you were around When they said, Speak now41",speaknow,speaknow,491,Speak Now,Speak Now,2010-10-25,4,7dXKdjpOaH2iwfFKmUj7aq,spotify:track:7dXKdjpOaH2iwfFKmUj7aq,0.101,0.708,0.601,0.0,0.0979,-3.75,0.0306,118.962,0.742,50,240773
115,151,SpeakNow,NeverGrowUp,Never Grow Up,"Your little hands wrapped around my finger And its so quiet in the world tonight Your little eyelids flutter cause youre dreaming So I tuck you in, turn on your favorite nightlight To you, everythings funny You got nothing to regret Id give all I have, honey If you could stay like that Oh, darling, dont you ever grow up Dont you ever grow up, just stay this little Oh, darling, dont you ever grow up Dont you ever grow up, it could stay this simple I wont let nobody hurt you Wont let no one break your heart And no one will desert you Just try to never grow up Never grow up Youre in the car on the way to the movies And youre mortified your moms dropping you off At fourteen, theres just so much you cant do And you cant wait to move out someday and call your own shots But dont make her drop you off around the block Remember that shes getting older, too And dont lose the way that you dance around In your PJs getting ready for school You might also like Oh, darling, dont you ever grow up Dont you ever grow up, just stay this little Oh, darling, dont you ever grow up Dont you ever grow up, it could stay this simple No ones ever burned you Nothings ever left you scarred And even though you want to Just try to never grow up Take pictures in your mind of your childhood room Memorize what it sounded like when your dad gets home Remember the footsteps, remember the words said And all your little brothers favorite songs I just realized everything I have is someday gonna be gone So here I am in my new apartment In a big city, they just dropped me off Its so much colder than I thought it would be So I tuck myself in and turn my nightlight on Wish Id never grown up I wish Id never grown up Oh, I dont wanna grow up Wish Id never grown up, I could still be little Oh, I dont wanna grow up Wish Id never grown up, it could still be simple Oh, darling, dont you ever grow up Dont you ever grow up, just stay this little Oh, darling, dont you ever grow up Dont you ever grow up, it could stay this simple Wont let nobody hurt you Wont let no one break your heart And even though you want to Please try to never grow up Oh, oh Dont you ever grow up Oh (Never grow up), just never grow up24",nevergrowup,speaknow,495,Never Grow Up,Speak Now,2010-10-25,8,3JilapcaOXzjR9gtvCY8FO,spotify:track:3JilapcaOXzjR9gtvCY8FO,0.829,0.715,0.308,0.0,0.16,-8.829,0.0305,124.899,0.547,48,290480
116,152,SpeakNow,TheStoryOfUs,The Story of Us,"I used to think one day, wed tell the story of us How we met and the sparks flew instantly And people would say, Theyre the lucky ones I used to know my place was the spot next to you Now, Im searching the room for an empty seat Cause lately, I dont even know what page youre on Oh, a simple complication Miscommunications lead to fallout So many things that I wish you knew So many walls up, I cant break through Now, Im standing alone in a crowded room And were not speaking And Im dying to know Is it killing you like its killing me? Yeah I dont know what to say since the twist of fate When it all broke down And the story of us looks a lot like a tragedy now Next chapter You might also like Howd we end up this way? See me nervously pulling at my clothes and trying to look busy And youre doing your best to avoid me Im starting to think one day, Ill tell the story of us How I was losing my mind when I saw you here But you held your pride like you shouldve held me Oh, Im scared to see the ending Why are we pretending this is nothing? Id tell you I miss you, but I dont know how Ive never heard silence quite this loud Now, Im standing alone in a crowded room And were not speaking And Im dying to know Is it killing you like its killing me? Yeah I dont know what to say since the twist of fate When it all broke down And the story of us looks a lot like a tragedy now This is looking like a contest Of who can act like they care less But I liked it better when you were on my side The battles in your hands now But I would lay my armor down If you said youd rather love than fight So many things that you wish I knew But the story of us might be ending soon Now, Im standing alone in a crowded room And were not speaking And Im dying to know Is it killing you like its killing me? Yeah I dont know what to say since the twist of fate When it all broke down The story of us looks a lot like a tragedy now, now, now And were not speaking And Im dying to know Is it killing you like its killing me? Yeah I dont know what to say since the twist of fate Cause were goin down And the story of us looks a lot like a tragedy now The end34",thestoryofus,speaknow,494,The Story Of Us,Speak Now,2010-10-25,7,3lXekiVK1ZPZbKconsys73,spotify:track:3lXekiVK1ZPZbKconsys73,0.000315,0.575,0.855,0.00161,0.0419,-4.827,0.0467,139.92,0.84,48,265680
117,153,SpeakNow,BetterThanRevenge,BetterThanRevenge,"Now, go stand in the corner and think about what you did Ha, time for a little revenge The story starts when it was hot and it was summer, and I had it all, I had him right there where I wanted him She came along, got him alone, and lets hear the applause She took him faster than you can say Sabotage I never saw it coming, wouldnt have suspected it I underestimated just who I was dealing with She had to know the pain was beating on me like a drum She underestimated just who she was stealing from Shes not a saint and shes not what you think Shes an actress, woah Shes better known for the things that she does On the mattress, woah Soon, shes gonna find stealing other peoples toys On the playground wont make you many friends She should keep in mind, she should keep in mind There is nothing I do better than revenge, ha She looks at life like its a party and shes on the list She looks at me like Im a trend and shes so over it I think her ever-present frown is a little troubling, and She thinks Im psycho cause I like to rhyme her name with things But sophistication isnt what you wear or who you know Or pushing people down to get you where you wanna go Oh, they didnt teach you that in prep school so its up to me But no amount of vintage dresses gives you dignity (Think about what you did) You might also like Shes not a saint and shes not what you think Shes an actress, woah Shes better known for the things that she does On the mattress, woah Soon, shes gonna find stealing other peoples toys On the playground wont make you many friends She should keep in mind, she should keep in mind There is nothing I do better than revenge, ha Im just another thing for you to roll your eyes at, honey You might have him, but havent you heard? Im just another thing for you to roll your eyes at, honey You might have him, but I always get the last word Woah, woah-ah-oh Shes not a saint and shes not what you think Shes an actress, woah (She deserved it) Shes better known for the things that she does On the mattress, woah Soon, shes gonna find stealing other peoples toys On the playground wont make you many friends She should keep in mind, she should keep in mind There is nothing I do better than revenge Do you still feel like you know what youre doing? Cause I dont think you do, oh (No, no, no, no) Do you still feel like you know what youre doing? (No) I dont think you do, I dont think you do Lets hear the applause (Come on, come on) Come on, show me how much better you are (So much better, yeah?) See, you deserve some applause Cause youre so much better She took him faster than you could say Sabotage29",betterthanrevenge,speaknow,497,Better Than Revenge,Speak Now,2010-10-25,10,0PWgAyoxsjwGRuFSO0fyya,spotify:track:0PWgAyoxsjwGRuFSO0fyya,0.0167,0.519,0.917,2.06e-05,0.359,-3.185,0.0887,145.882,0.652,54,217173
118,154,SpeakNow,LastKiss,Last Kiss,"I still remember the look on your face Lit through the darkness at 1:58 The words that you whispered for just us to know You told me you loved me So why did you go away? Away I do recall now, the smell of the rain Fresh on the pavement I ran off the plane That July ninth, the beat of your heart It jumps through your shirt I can still feel your arms But now Ill go Sit on the floor wearing your clothes All that I know is I dont know How to be something you miss I never thought wed have a last kiss Never imagined wed end like this Your name, forever the name on my lips You might also like I do remember the swing of your step The life of the party, youre showing off again And Id roll my eyes and then youd pull me in Im not much for dancing, but for you, I did Because I love your handshake, meeting my father I love how you walk with your hands in your pockets How youd kiss me when I was in the middle of saying something Theres not a day I dont miss those rude interruptions And Ill go Sit on the floor wearing your clothes All that I know is I dont know How to be something you miss I never thought wed have a last kiss I never imagined wed end like this Your name, forever the name on my lips, ooh So Ill watch your life in pictures like I used to watch you sleep And I feel you forget me like I used to feel you breathe And Ill keep up with our old friends Just to ask them how you are Hope its nice where you are And I hope the sun shines and its a beautiful day And something reminds you, you wish you had stayed You can plan for a change in the weather and time But I never planned on you changing your mind So, Ill go Sit on the floor wearing your clothes All that I know is I dont know How to be something you miss I never thought wed have a last kiss Never imagined wed end like this Your name, forever the name on my lips Just like our last kiss Forever the name on my lips Forever the name on my lips Just like our last42",lastkiss,speaknow,500,Last Kiss,Speak Now,2010-10-25,13,4EUQXLipplO2v9mVaqQtjc,spotify:track:4EUQXLipplO2v9mVaqQtjc,0.581,0.359,0.329,3.75e-05,0.0979,-9.531,0.0293,84.358,0.208,49,367146
119,155,SpeakNow,SparksFly,Sparks Fly,"The way you move is like a full on rainstorm and Im a house of cards Youre the kind of reckless that should send me runnin But I kinda know that I wont get far And you stood there in front of me, just close enough to touch Close enough to hope you couldnt see what I was thinkin of Drop everything now, meet me in the pouring rain Kiss me on the sidewalk, take away the pain Cause I see sparks fly whenever you smile Get me with those green eyes, baby, as the lights go down Give me something thatll haunt me when youre not around Cause I see sparks fly whenever you smile My mind forgets to remind me youre a bad idea You touch me once and its really somethin You find Im even better than you imagined I would be Im on my guard for the rest of the world But with you, I know its no good And I could wait patiently, but I really wish you would Drop everything now, meet me in the pouring rain Kiss me on the sidewalk, take away the pain Cause I see sparks fly whenever you smile Get me with those green eyes, baby, as the lights go down Give me something thatll haunt me when youre not around Cause I see sparks fly whenever you smile You might also like I run my fingers through your hair and watch the lights go wild Just keep on keepin your eyes on me, its just wrong enough to make it feel right And lead me up the staircase, wont you whisper soft and slow? Im captivated by you, baby, like a firework show Drop everything now, meet me in the pouring rain Kiss me on the sidewalk (Ah-ah), take away the pain Cause I see sparks fly whenever you smile Get me with those green eyes, baby, as the lights go down Give me something thatll haunt me when youre not around Cause I see sparks fly whenever you smile And the sparks fly Oh, baby, smile And the sparks fly43",sparksfly,speaknow,489,Sparks Fly,Speak Now,2010-10-25,2,46NGAvL695VnbcSeTmQWmM,spotify:track:46NGAvL695VnbcSeTmQWmM,0.0387,0.608,0.785,0.0,0.158,-2.976,0.0311,114.985,0.376,53,260946
120,156,SpeakNow,BacktoDecember,Back to December,"Im so glad you made time to see me Hows life? Tell me, hows your family? I havent seen them in a while Youve been good, busier than ever We small talk, work and the weather Your guard is up and I know why Because the last time you saw me Is still burned in the back of your mind You gave me roses and I left them there to die So, this is me swallowing my pride Standing in front of you saying, Im sorry for that night And I go back to December all the time It turns out freedom aint nothing but missing you Wishing Id realized what I had when you were mine I go back to December, turn around and make it alright I go back to December all the time These days, I havent been sleeping Staying up, playing back myself leaving When your birthday passed and I didnt call And I think about summer, all the beautiful times I watched you laughing from the passenger side And realized I loved you in the fall You might also like And then the cold came, the dark days When fear crept into my mind You gave me all your love and all I gave you was goodbye So, this is me swallowing my pride Standing in front of you, saying, Im sorry for that night And I go back to December all the time It turns out freedom aint nothing but missing you Wishing Id realized what I had when you were mine I go back to December, turn around and change my own mind I go back to December all the time I miss your tan skin, your sweet smile So good to me, so right And how you held me in your arms that September night The first time you ever saw me cry Maybe this is wishful thinking Probably mindless dreaming But if we loved again, I swear Id love you right Id go back in time and change it, but I cant So, if the chain is on your door, I understand But this is me swallowing my pride Standing in front of you, saying, Im sorry for that night And I go back to December It turns out freedom aint nothing but missing you Wishing Id realized what I had when you were mine I go back to December, turn around and make it alright I go back to December, turn around and change my own mind I go back to December all the time All the time81",backtodecember,speaknow,490,Back To December,Speak Now,2010-10-25,3,5l6GqSxplqnZbLg0LTPQeG,spotify:track:5l6GqSxplqnZbLg0LTPQeG,0.0202,0.517,0.606,0.0,0.324,-5.797,0.0289,141.929,0.296,62,293040
121,157,SpeakNow,DearJohn,Dear John,"Long were the nights when My days once revolved around you Counting my footsteps Praying the floor wont fall through again And my mother accused me of losing my mind But I swore I was fine You paint me a blue sky Then go back and turn it to rain And I lived in your chess game But you changed the rules everyday Wondering which version of you I might get on the phone tonight Well, I stopped pickin up and this song is to let you know why Dear John, I see it all now that youre gone Dont you think I was too young to be messed with? The girl in the dress cried the whole way home I shouldve known Well, maybe its me And my blind optimism to blame Or maybe its you and your sick need To give love and take it away And youll add my name to your long list of traitors Who dont understand And I look back in regret how I ignored when they said Run as fast as you can You might also like Dear John, I see it all now that youre gone Dont you think I was too young to be messed with? The girl in the dress cried the whole way home Dear John, I see it all now, it was wrong Dont you think nineteens too young To be played by your dark, twisted games when I loved you so? I shouldve known You are an expert at sorry and keeping lines blurry Never impressed by me acing your tests All the girls that youve run dry have tired lifeless eyes Cause you burned them out But I took your matches before fire could catch me So dont look now Im shining like fireworks over your sad empty town Oh, oh Dear John, I see it all now that youre gone Dont you think I was too young to be messed with? The girl in the dress cried the whole way home I see it all now that youre gone Dont you think I was too young to be messed with? The girl in the dress wrote you a song You shouldve known You shouldve known Dont you think I was too young? You shouldve known48",dearjohn,speaknow,492,Dear John,Speak Now,2010-10-25,5,3K2es3gElMRJ3qvmPW442g,spotify:track:3K2es3gElMRJ3qvmPW442g,0.183,0.583,0.468,1.65e-06,0.111,-5.378,0.0278,119.375,0.126,46,403933
122,158,SpeakNow,Enchanted,Enchanted,"There I was again tonight Forcing laughter, faking smiles Same old tired, lonely place Walls of insincerity Shifting eyes and vacancy Vanished when I saw your face All I can say is it was enchanting to meet you Your eyes whispered, Have we met? Across the room, your silhouette Starts to make its way to me The playful conversation starts Counter all your quick remarks Like passing notes in secrecy And it was enchanting to meet you All I can say is I was enchanted to meet you This night is sparkling, dont you let it go Im wonderstruck, blushing all the way home Ill spend forever wondering if you knew I was enchanted to meet you The lingering question kept me up 2AM, who do you love? I wonder til Im wide awake Now, Im pacing back and forth Wishing you were at my door Id open up and you would say Hey, it was enchanting to meet you All I know is I was enchanted to meet you You might also like This night is sparkling, dont you let it go Im wonderstruck, blushing all the way home Ill spend forever wondering if you knew This night is flawless, dont you let it go Im wonderstruck, dancing around all alone Ill spend forever wondering if you knew I was enchanted to meet you This is me praying that This was the very first page Not where the storyline ends My thoughts will echo your name Until I see you again These are the words I held back As I was leaving too soon I was enchanted to meet you Please dont be in love with someone else Please dont have somebody waiting on you Please dont be in love with someone else (Ooh) Please dont have somebody waiting on you (Ooh, oh) This night is sparkling, dont you let it go Im wonderstruck, blushing all the way home Ill spend forever wondering if you knew This night is flawless (Please dont be in love with someone else) Dont you let it go Im wonderstruck (Please dont have somebody waiting on you) Dancing around all alone Ill spend forever (Please dont be in love with someone else) Wondering if you knew I was enchanted to meet you Please dont be in love with someone else Please dont have somebody waiting on you69",enchanted,speaknow,496,Enchanted,Speak Now,2010-10-25,9,04S1pkp1VaIqjg8zZqknR5,spotify:track:04S1pkp1VaIqjg8zZqknR5,0.0716,0.535,0.618,0.000388,0.169,-3.913,0.0273,81.975,0.228,71,352200
123,159,SpeakNow,Mean,Mean,"You, with your words like knives And swords and weapons that you use against me You have knocked me off my feet again Got me feeling like Im nothing You, with your voice like nails on a chalkboard Calling me out when Im wounded You, pickin on the weaker man Well, you can take me down With just one single blow But you dont know what you dont know Someday, Ill be livin in a big old city And all youre ever gonna be is mean Someday, Ill be big enough so you cant hit me And all youre ever gonna be is mean Why you gotta be so mean? You, with your switching sides And your wildfire lies and your humiliation You have pointed out my flaws again As if I dont already see them I walk with my head down, trying to block you out Cause Ill never impress you I just wanna feel okay again You might also like I bet you got pushed around Somebody made you cold But the cycle ends right now Cause you cant lead me down that road And you dont know what you dont know Someday, Ill be livin in a big old city And all youre ever gonna be is mean Someday, Ill be big enough so you cant hit me And all youre ever gonna be is mean Why you gotta be so mean? And I can see you years from now in a bar Talking over a football game With that same big, loud opinion But nobodys listening Washed up and ranting about the same old bitter things Drunk and grumblin on about how I cant sing But all you are is mean All you are is mean And a liar, and pathetic And alone in life, and mean And mean, and mean, and mean But someday, Ill be livin in a big old city And all youre ever gonna be is mean Yeah, someday, Ill be big enough so you cant hit me And all youre ever gonna be is mean Why you gotta be so mean? Someday, Ill be livin in a big old city (Why you gotta be so mean?) And all youre ever gonna be is mean (Why you gotta be so mean?) Someday, Ill be big enough so you cant hit me (Why you gotta be so mean?) And all youre ever gonna be is mean Why you gotta be so mean?40",mean,speaknow,493,Mean,Speak Now,2010-10-25,6,0KztjtD3ytzgYjUKIVfBnW,spotify:track:0KztjtD3ytzgYjUKIVfBnW,0.445,0.57,0.747,0.0,0.219,-3.978,0.0426,164.004,0.808,51,237746
